     light   presence   light_on    timestamp
     0.000          0          0   1470728443
     0.000          0          0   1470728503
     0.000          0          0   1470728564
     0.000          0          0   1470728624
     0.000          0          0   1470728684
     0.000          0          0   1470728744
     0.000          0          0   1470728804
     0.000          0          0   1470728864
     0.000          0          0   1470728924
     0.000          0          0   1470728984
     0.000          0          0   1470729044
     0.000          0          0   1470729104
     0.000          0          0   1470729164
     0.000          0          0   1470729224
     0.000          0          0   1470729284
     0.000          0          0   1470729344
     0.000          0          0   1470729404
     0.000          0          0   1470729464
     0.000          0          0   1470729525
     0.000          0          0   1470729585
     0.000          0          0   1470729645
     0.000          0          0   1470729705
     0.000          0          0   1470729765
     0.000          0          0   1470729825
     0.000          0          0   1470729885
     0.000          0          0   1470729945
     0.000          0          0   1470730005
     0.000          0          0   1470730065
     0.000          0          0   1470730125
     0.000          0          0   1470730185
     0.000          0          0   1470730245
     0.000          0          0   1470730305
     0.000          0          0   1470730365
     0.000          0          0   1470730425
     0.000          0          0   1470730486
     0.000          0          0   1470730546
     0.000          0          0   1470730606
     0.000          0          0   1470730666
     0.000          0          0   1470730726
     0.000          0          0   1470730786
     0.000          0          0   1470730846
     0.000          0          0   1470730906
     0.000          0          0   1470730966
     0.000          0          0   1470731026
     0.000          0          0   1470731086
     0.000          0          0   1470731146
     0.000          0          0   1470731206
     0.000          0          0   1470731266
     0.000          0          0   1470731326
     0.000          0          0   1470731386
     0.000          0          0   1470731446
     0.000          0          0   1470731506
     0.000          0          0   1470731566
     0.000          0          0   1470731627
     0.000          0          0   1470731687
     0.000          0          0   1470731747
     0.000          0          0   1470731807
     0.000          0          0   1470731867
     0.000          0          0   1470731927
     0.000          0          0   1470731987
     0.000          0          0   1470732047
     0.000          0          0   1470732107
     0.000          0          0   1470732167
     0.000          0          0   1470732227
     0.000          0          0   1470732287
     0.000          0          0   1470732347
     0.000          0          0   1470732407
     0.000          0          0   1470732467
     0.000          0          0   1470732527
     0.000          0          0   1470732587
     0.000          0          0   1470732648
     0.000          0          0   1470732708
     0.000          0          0   1470732768
     0.000          0          0   1470732828
     0.000          0          0   1470732888
     0.000          0          0   1470732948
     0.000          0          0   1470733008
     0.000          0          0   1470733068
     0.000          0          0   1470733128
     0.000          0          0   1470733188
     0.000          0          0   1470733248
     0.000          0          0   1470733308
     0.000          0          0   1470733368
     0.000          0          0   1470733428
     0.000          0          0   1470733488
     0.000          0          0   1470733548
     0.000          0          0   1470733608
     0.000          0          0   1470733668
     0.000          0          0   1470733729
     0.000          0          0   1470733789
     0.000          0          0   1470733849
     0.000          0          0   1470733909
     0.000          0          0   1470733969
     0.000          0          0   1470734029
     0.000          0          0   1470734089
     0.000          0          0   1470734149
     0.000          0          0   1470734209
     0.000          0          0   1470734269
     0.000          0          0   1470734329
     0.000          0          0   1470734389
     0.000          0          0   1470734449
     0.000          0          0   1470734509
     0.000          0          0   1470734569
     0.000          0          0   1470734629
     0.000          0          0   1470734689
     0.000          0          0   1470734749
     0.000          0          0   1470734809
     0.000          0          0   1470734870
     0.000          0          0   1470734930
     0.000          0          0   1470734990
     0.000          0          0   1470735050
     0.000          0          0   1470735110
     0.000          0          0   1470735170
     0.000          0          0   1470735230
     0.000          0          0   1470735290
     0.000          0          0   1470735350
     0.000          0          0   1470735410
     0.000          0          0   1470735470
     0.000          0          0   1470735530
     0.000          0          0   1470735590
     0.000          0          0   1470735650
     0.000          0          0   1470735710
     0.000          0          0   1470735770
     0.000          0          0   1470735830
     0.000          0          0   1470735891
     0.000          0          0   1470735951
     0.000          0          0   1470736011
     0.000          0          0   1470736071
     0.000          0          0   1470736131
     0.000          0          0   1470736191
     0.000          0          0   1470736251
     0.000          0          0   1470736311
     0.000          0          0   1470736371
     0.000          0          0   1470736431
     0.000          0          0   1470736491
     0.000          0          0   1470736551
     0.000          0          0   1470736611
     0.000          0          0   1470736671
     0.000          0          0   1470736731
     0.000          0          0   1470736791
     0.000          0          0   1470736851
     0.000          0          0   1470736912
     0.000          0          0   1470736972
     0.000          0          0   1470737032
     0.000          0          0   1470737092
     0.000          0          0   1470737152
     0.000          0          0   1470737212
     0.000          0          0   1470737272
     0.000          0          0   1470737332
     0.000          0          0   1470737392
     0.000          0          0   1470737452
     0.000          0          0   1470737512
     0.000          0          0   1470737572
     0.000          0          0   1470737632
     0.000          0          0   1470737692
     0.000          0          0   1470737752
     0.000          0          0   1470737812
     0.000          0          0   1470737872
     0.000          0          0   1470737932
     0.000          0          0   1470737992
     0.000          0          0   1470738053
     0.000          0          0   1470738113
     0.000          0          0   1470738173
     0.000          0          0   1470738233
     0.000          0          0   1470738293
     0.000          0          0   1470738353
     0.000          0          0   1470738413
     0.000          0          0   1470738473
     0.000          0          0   1470738533
     0.000          0          0   1470738593
     0.000          0          0   1470738653
     0.000          0          0   1470738713
     0.000          0          0   1470738773
     0.000          0          0   1470738833
     0.000          0          0   1470738893
     0.000          0          0   1470738953
     0.000          0          0   1470739013
     0.000          0          0   1470739074
     0.000          0          0   1470739134
     0.000          0          0   1470739194
     0.000          0          0   1470739254
     0.000          0          0   1470739314
     0.000          0          0   1470739374
     0.000          0          0   1470739434
     0.000          0          0   1470739494
     0.000          0          0   1470739554
     0.000          0          0   1470739614
     0.000          0          0   1470739674
     0.000          0          0   1470739734
     0.000          0          0   1470739794
     0.000          0          0   1470739854
     0.000          0          0   1470739914
     0.000          0          0   1470739974
     0.000          0          0   1470740034
     0.000          0          0   1470740094
     0.000          0          0   1470740155
     0.000          0          0   1470740215
     0.000          1          0   1470740275
   477.500          0          0   1470740335
   429.167          0          0   1470740395
   398.333          1          0   1470740455
