     light   presence   light_on    timestamp
   970.833          0          0   1470763925
   897.500          0          0   1470763985
   850.000          0          0   1470764045
   890.833          0          0   1470764105
   954.167          0          0   1470764165
  1021.667          0          0   1470764226
  1121.667          0          0   1470764286
  1263.333          0          0   1470764346
  1415.833          0          0   1470764406
  1436.667          0          0   1470764466
  1449.167          0          0   1470764526
  1631.667          0          0   1470764586
  1783.333          0          0   1470764646
  1944.167          0          0   1470764706
  2542.500          0          0   1470764766
  3143.333          0          0   1470764826
  3377.500          0          0   1470764886
  3617.500          0          0   1470764946
  4048.333          0          0   1470765006
  4456.667          0          0   1470765066
  4051.667          0          0   1470765126
  3625.000          0          0   1470765186
  3432.500          0          0   1470765247
  3271.667          0          0   1470765307
  2862.500          0          0   1470765367
  2775.000          0          0   1470765427
  2550.000          0          0   1470765487
  2408.333          0          0   1470765547
  2371.667          0          0   1470765607
  2378.333          0          0   1470765667
  2472.500          0          0   1470765727
  2678.333          0          0   1470765787
  2875.000          0          0   1470765847
  2955.000          0          0   1470765907
  3119.167          0          0   1470765967
  3486.667          0          0   1470766027
  3541.667          0          0   1470766087
  3230.000          0          0   1470766147
  3053.333          0          0   1470766207
  2920.833          0          0   1470766267
  3577.500          0          0   1470766328
  4214.167          0          0   1470766388
  3530.000          0          0   1470766448
  2930.833          0          0   1470766508
  2361.667          0          0   1470766568
  1668.333          0          0   1470766628
  1090.833          0          0   1470766688
   910.833          0          0   1470766748
   960.833          0          0   1470766808
  1060.833          0          0   1470766868
  1203.333          0          0   1470766928
  1310.833          0          0   1470766988
  1435.000          0          0   1470767048
  1700.833          0          0   1470767108
  1901.667          0          0   1470767168
  1593.333          0          0   1470767228
  1220.833          0          0   1470767288
  1081.667          0          0   1470767349
  1126.667          0          0   1470767409
  1206.667          0          0   1470767469
  1065.000          0          0   1470767529
   900.833          0          0   1470767589
   731.667          0          0   1470767649
   607.500          0          0   1470767709
   589.167          0          0   1470767769
   600.000          0          0   1470767829
   682.500          0          0   1470767889
   893.333          0          0   1470767949
  1065.833          0          0   1470768009
  1168.333          0          0   1470768069
  1232.500          0          0   1470768129
  1313.333          0          0   1470768189
  1267.500          0          0   1470768249
  1225.000          0          0   1470768309
  1276.667          0          0   1470768369
  1468.333          0          0   1470768430
  1407.500          0          0   1470768490
  1270.833          0          0   1470768550
  1065.833          0          0   1470768610
   888.333          0          0   1470768670
   730.000          0          0   1470768730
   501.667          0          0   1470768790
   380.000          0          0   1470768850
   310.000          0          0   1470768910
   311.667          0          0   1470768970
   335.833          0          0   1470769030
   357.500          0          0   1470769090
   377.500          0          0   1470769150
   401.667          0          0   1470769210
   443.333          0          0   1470769270
   464.167          0          0   1470769330
   455.000          0          0   1470769390
   434.167          0          0   1470769451
   409.167          0          0   1470769511
   403.333          0          0   1470769571
   381.667          0          0   1470769631
   386.667          0          0   1470769691
   425.833          0          0   1470769751
   428.333          0          0   1470769811
   420.833          0          0   1470769871
   459.167          0          0   1470769931
   555.833          0          0   1470769991
   706.667          0          0   1470770051
   830.833          0          0   1470770111
   978.333          0          0   1470770171
  1097.500          0          0   1470770231
  1230.833          0          0   1470770291
  1296.667          0          0   1470770351
  1196.667          0          0   1470770411
  1020.833          0          0   1470770471
   961.667          0          0   1470770531
   900.000          0          0   1470770592
   756.667          0          0   1470770652
   643.333          0          0   1470770712
   600.000          1          0   1470770772
   608.333          0          0   1470770832
   598.333          0          0   1470770892
   585.833          0          0   1470770952
   556.667          0          0   1470771012
   544.167          0          0   1470771072
   565.833          0          0   1470771132
   613.333          0          0   1470771192
   607.500          0          0   1470771252
   620.000          0          0   1470771312
   636.667          0          0   1470771372
   651.667          0          0   1470771432
   660.833          0          0   1470771492
   611.667          0          0   1470771552
   569.167          0          0   1470771612
   565.833          0          0   1470771673
   594.167          0          0   1470771733
   690.833          0          0   1470771793
   835.833          0          0   1470771853
   985.000          0          0   1470771913
  1030.833          0          0   1470771973
   940.000          0          0   1470772033
   872.500          0          0   1470772093
   840.000          0          0   1470772153
   828.333          0          0   1470772213
   815.833          0          0   1470772273
   810.833          0          0   1470772333
   701.667          0          0   1470772393
   623.333          0          0   1470772453
   565.000          0          0   1470772513
   535.833          0          0   1470772573
   628.333          0          0   1470772633
   600.000          0          0   1470772693
   771.667          0          0   1470772754
   910.833          0          0   1470772814
   917.500          0          0   1470772874
  1070.833          0          0   1470772934
  1206.667          0          0   1470772994
  1335.000          0          0   1470773054
  1372.500          0          0   1470773114
  1409.167          1          0   1470773174
  1403.333          0          0   1470773234
  1415.000          0          0   1470773294
  1359.167          0          0   1470773354
  1219.167          0          0   1470773414
  1087.500          0          0   1470773474
  1058.333          0          0   1470773534
   988.333          0          0   1470773594
   980.833          0          0   1470773654
   995.833          0          0   1470773714
  1005.833          0          0   1470773774
   959.167          0          0   1470773835
   827.500          1          0   1470773895
   737.500          1          0   1470773955
   699.167          1          0   1470774015
   675.000          1          0   1470774075
   686.667          1          0   1470774135
   665.000          1          0   1470774195
   602.500          1          0   1470774255
   547.500          1          0   1470774315
   528.333          1          0   1470774375
   515.833          1          0   1470774435
   477.500          1          0   1470774495
   450.000          1          0   1470774555
   406.667          0          0   1470774615
   374.167          1          0   1470774675
   364.167          0          0   1470774735
   342.500          0          0   1470774795
   295.833          1          0   1470774855
   245.000          0          0   1470774916
   219.167          1          0   1470774976
   201.667          1          0   1470775036
   184.167          1          0   1470775096
   168.333          1          0   1470775156
   142.500          0          0   1470775216
   110.000          1          0   1470775276
    87.500          1          0   1470775336
    74.167          1          0   1470775396
