Light Level : 2.5 lx | Presence: 1 | Timestamp: 1466098817
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466098872
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466098877
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466098932
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466098937
Light Level : 2.5 lx | Presence: 1 | Timestamp: 1466098992
Light Level : 2.5 lx | Presence: 1 | Timestamp: 1466098998
Light Level : 2.5 lx | Presence: 1 | Timestamp: 1466099052
Light Level : 2.5 lx | Presence: 1 | Timestamp: 1466099058
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466099112
Light Level : 2.5 lx | Presence: 1 | Timestamp: 1466099118
Light Level : 2.5 lx | Presence: 1 | Timestamp: 1466099172
Light Level : 2.5 lx | Presence: 1 | Timestamp: 1466099178
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466099232
Light Level : 2.5 lx | Presence: 1 | Timestamp: 1466099238
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466099292
Light Level : 2.5 lx | Presence: 1 | Timestamp: 1466099298
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466099352
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466099358
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466099412
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466099418
Light Level : 2.5 lx | Presence: 1 | Timestamp: 1466099472
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466099478
Light Level : 2.5 lx | Presence: 1 | Timestamp: 1466099532
Light Level : 2.5 lx | Presence: 1 | Timestamp: 1466099538
Light Level : 2.5 lx | Presence: 1 | Timestamp: 1466099592
Light Level : 2.5 lx | Presence: 1 | Timestamp: 1466099598
Light Level : 2.5 lx | Presence: 1 | Timestamp: 1466099652
Light Level : 2.5 lx | Presence: 1 | Timestamp: 1466099658
Light Level : 2.5 lx | Presence: 1 | Timestamp: 1466099712
Light Level : 2.5 lx | Presence: 1 | Timestamp: 1466099718
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466099772
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466099778
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466099832
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466099838
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466099893
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466099898
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466099953
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466099958
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466100013
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466100018
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466100073
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466100078
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466100133
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466100138
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466100193
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466100198
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466100253
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466100259
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466100313
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466100319
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466100373
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466100379
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466100433
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466100439
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466100493
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466100499
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466100553
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466100559
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466100613
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466100619
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466100673
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466100679
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466100733
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466100739
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466100793
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466100799
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466100853
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466100859
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466100913
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466100919
Light Level : 2.5 lx | Presence: 0 | Timestamp: 1466100973
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466100979
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466101033
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466101039
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466101093
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466101099
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466101154
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466101159
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466101214
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466101219
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466101274
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466101279
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466101334
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466101339
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466101394
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466101399
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466101454
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466101459
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466101514
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466101519
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466101574
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466101579
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466101634
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466101639
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466101694
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466101699
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466101754
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466101760
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466101814
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466101820
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466101874
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466101880
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466101934
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466101940
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466101994
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466102000
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466102054
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466102060
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466102114
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466102120
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466102174
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466102180
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466102234
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466102240
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466102294
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466102300
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466102354
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466102360
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466102414
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466102420
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466102474
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466102480
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466102534
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466102540
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466102594
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466102600
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466102654
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466102660
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466102714
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466102720
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466102774
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466102780
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466102834
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466102841
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466102894
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466102901
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466102954
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466102961
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466103015
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466103021
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466103075
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466103081
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466103135
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466103141
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466103195
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466103201
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466103255
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466103261
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466103315
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466103321
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466103375
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466103381
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466103435
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466103441
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466103495
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466103501
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466103555
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466103561
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466103615
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466103621
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466103675
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466103681
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466103735
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466103741
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466103795
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466103801
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466103855
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466103861
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466103915
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466103921
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466103975
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466103981
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466104035
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466104041
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466104095
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466104101
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466104155
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466104161
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466104215
Light Level : 1.66666666667 lx | Presence: 1 | Timestamp: 1466104221
Light Level : 1.66666666667 lx | Presence: 1 | Timestamp: 1466104275
Light Level : 1.66666666667 lx | Presence: 1 | Timestamp: 1466104281
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466104335
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466104341
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466104395
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466104401
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466104455
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466104461
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466104515
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466104521
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466104575
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466104581
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466104635
Light Level : 1.66666666667 lx | Presence: 0 | Timestamp: 1466104641
Light Level : 1.66666666667 lx | Presence: 1 | Timestamp: 1466104695
Light Level : 1.66666666667 lx | Presence: 1 | Timestamp: 1466104701
Light Level : 1.66666666667 lx | Presence: 1 | Timestamp: 1466104755
Light Level : 0.833333333333 lx | Presence: 1 | Timestamp: 1466104761
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466104815
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466104821
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466104875
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466104881
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466104935
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466104941
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466104995
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466105001
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466105055
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466105061
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466105115
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466105121
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466105175
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466105181
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466105235
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466105242
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466105295
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466105302
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466105355
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466105362
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466105416
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466105422
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466105476
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466105482
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466105536
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466105542
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466105596
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466105602
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466105656
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466105662
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466105716
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466105722
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466105776
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466105782
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466105836
Light Level : 82.5 lx | Presence: 1 | Timestamp: 1466105842
Light Level : 86.6666666667 lx | Presence: 1 | Timestamp: 1466105896
Light Level : 90.0 lx | Presence: 1 | Timestamp: 1466105902
Light Level : 90.0 lx | Presence: 0 | Timestamp: 1466105956
Light Level : 91.6666666667 lx | Presence: 1 | Timestamp: 1466105962
Light Level : 90.8333333333 lx | Presence: 1 | Timestamp: 1466106016
Light Level : 88.3333333333 lx | Presence: 1 | Timestamp: 1466106022
Light Level : 92.5 lx | Presence: 0 | Timestamp: 1466106076
Light Level : 90.0 lx | Presence: 0 | Timestamp: 1466106082
Light Level : 89.1666666667 lx | Presence: 1 | Timestamp: 1466106136
Light Level : 88.3333333333 lx | Presence: 1 | Timestamp: 1466106142
Light Level : 87.5 lx | Presence: 1 | Timestamp: 1466106196
Light Level : 86.6666666667 lx | Presence: 1 | Timestamp: 1466106202
Light Level : 86.6666666667 lx | Presence: 1 | Timestamp: 1466106256
Light Level : 85.0 lx | Presence: 1 | Timestamp: 1466106262
Light Level : 85.0 lx | Presence: 1 | Timestamp: 1466106316
Light Level : 83.3333333333 lx | Presence: 1 | Timestamp: 1466106322
Light Level : 82.5 lx | Presence: 1 | Timestamp: 1466106376
Light Level : 82.5 lx | Presence: 1 | Timestamp: 1466106382
Light Level : 82.5 lx | Presence: 0 | Timestamp: 1466106436
Light Level : 81.6666666667 lx | Presence: 1 | Timestamp: 1466106442
Light Level : 81.6666666667 lx | Presence: 1 | Timestamp: 1466106496
Light Level : 82.5 lx | Presence: 1 | Timestamp: 1466106502
Light Level : 81.6666666667 lx | Presence: 1 | Timestamp: 1466106556
Light Level : 81.6666666667 lx | Presence: 0 | Timestamp: 1466106562
Light Level : 81.6666666667 lx | Presence: 1 | Timestamp: 1466106616
Light Level : 81.6666666667 lx | Presence: 0 | Timestamp: 1466106622
Light Level : 81.6666666667 lx | Presence: 1 | Timestamp: 1466106676
Light Level : 81.6666666667 lx | Presence: 1 | Timestamp: 1466106682
Light Level : 81.6666666667 lx | Presence: 1 | Timestamp: 1466106736
Light Level : 81.6666666667 lx | Presence: 1 | Timestamp: 1466106742
Light Level : 81.6666666667 lx | Presence: 1 | Timestamp: 1466106796
Light Level : 80.0 lx | Presence: 1 | Timestamp: 1466106802
Light Level : 80.8333333333 lx | Presence: 1 | Timestamp: 1466106856
Light Level : 80.8333333333 lx | Presence: 1 | Timestamp: 1466106862
Light Level : 80.8333333333 lx | Presence: 0 | Timestamp: 1466106916
Light Level : 80.8333333333 lx | Presence: 1 | Timestamp: 1466106922
Light Level : 80.8333333333 lx | Presence: 0 | Timestamp: 1466106976
Light Level : 81.6666666667 lx | Presence: 0 | Timestamp: 1466106982
Light Level : 81.6666666667 lx | Presence: 1 | Timestamp: 1466107036
Light Level : 80.8333333333 lx | Presence: 0 | Timestamp: 1466107042
Light Level : 80.8333333333 lx | Presence: 1 | Timestamp: 1466107096
Light Level : 81.6666666667 lx | Presence: 1 | Timestamp: 1466107102
Light Level : 81.6666666667 lx | Presence: 1 | Timestamp: 1466107156
Light Level : 80.8333333333 lx | Presence: 1 | Timestamp: 1466107163
Light Level : 81.6666666667 lx | Presence: 1 | Timestamp: 1466107216
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466107223
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466107277
Light Level : 75.8333333333 lx | Presence: 1 | Timestamp: 1466107283
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466107337
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466107343
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466107397
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466107403
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466107457
Light Level : 0.833333333333 lx | Presence: 0 | Timestamp: 1466107463
Light Level : 0.833333333333 lx | Presence: 1 | Timestamp: 1466107517
Light Level : 85.0 lx | Presence: 1 | Timestamp: 1466107523
Light Level : 84.1666666667 lx | Presence: 1 | Timestamp: 1466107577
Light Level : 80.0 lx | Presence: 1 | Timestamp: 1466107583
Light Level : 79.1666666667 lx | Presence: 0 | Timestamp: 1466107637
Light Level : 75.8333333333 lx | Presence: 0 | Timestamp: 1466107643
Light Level : 75.8333333333 lx | Presence: 1 | Timestamp: 1466107697
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466107703
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466107713
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466107757
Light Level : 73.3333333333 lx | Presence: 1 | Timestamp: 1466107763
Light Level : 73.3333333333 lx | Presence: 1 | Timestamp: 1466107817
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466107823
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466107877
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466107883
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466107937
Light Level : 75.8333333333 lx | Presence: 1 | Timestamp: 1466107943
Light Level : 75.8333333333 lx | Presence: 1 | Timestamp: 1466107997
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466108003
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466108057
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466108063
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466108117
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466108123
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466108177
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466108183
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466108237
Light Level : 75.0 lx | Presence: 0 | Timestamp: 1466108243
Light Level : 75.0 lx | Presence: 0 | Timestamp: 1466108297
Light Level : 75.0 lx | Presence: 0 | Timestamp: 1466108304
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466108358
Light Level : 75.0 lx | Presence: 0 | Timestamp: 1466108364
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466108418
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466108424
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466108478
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466108484
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466108538
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466108544
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466108598
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466108604
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466108658
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466108664
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466108718
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466108724
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466108778
Light Level : 73.3333333333 lx | Presence: 1 | Timestamp: 1466108784
Light Level : 73.3333333333 lx | Presence: 1 | Timestamp: 1466108838
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466108844
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466108898
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466108904
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466108958
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466108964
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466109018
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466109024
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466109078
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466109084
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466109138
Light Level : 75.8333333333 lx | Presence: 1 | Timestamp: 1466109144
Light Level : 75.8333333333 lx | Presence: 1 | Timestamp: 1466109198
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466109204
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466109258
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466109264
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466109318
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466109324
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466109378
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466109384
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466109438
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466109444
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466109498
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466109503
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466109504
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466109558
Light Level : 73.3333333333 lx | Presence: 0 | Timestamp: 1466109563
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466109564
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466109618
Light Level : 75.0 lx | Presence: 0 | Timestamp: 1466109623
Light Level : 75.0 lx | Presence: 0 | Timestamp: 1466109624
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466109678
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466109683
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466109684
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466109738
Light Level : 73.3333333333 lx | Presence: 1 | Timestamp: 1466109743
Light Level : 73.3333333333 lx | Presence: 1 | Timestamp: 1466109744
Light Level : 73.3333333333 lx | Presence: 1 | Timestamp: 1466109798
Light Level : 75.8333333333 lx | Presence: 1 | Timestamp: 1466109803
Light Level : 76.6666666667 lx | Presence: 1 | Timestamp: 1466109804
Light Level : 76.6666666667 lx | Presence: 1 | Timestamp: 1466109858
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466109863
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466109864
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466109918
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466109923
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466109924
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466109978
Light Level : 75.0 lx | Presence: 0 | Timestamp: 1466109983
Light Level : 75.0 lx | Presence: 0 | Timestamp: 1466109984
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466110038
Light Level : 75.0 lx | Presence: 0 | Timestamp: 1466110043
Light Level : 75.0 lx | Presence: 0 | Timestamp: 1466110044
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466110098
Light Level : 75.0 lx | Presence: 0 | Timestamp: 1466110103
Light Level : 75.8333333333 lx | Presence: 0 | Timestamp: 1466110104
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466110158
Light Level : 74.1666666667 lx | Presence: 0 | Timestamp: 1466110163
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466110164
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466110219
Light Level : 75.0 lx | Presence: 0 | Timestamp: 1466110224
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466110224
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466110279
Light Level : 75.8333333333 lx | Presence: 0 | Timestamp: 1466110284
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466110284
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466110339
Light Level : 75.0 lx | Presence: 0 | Timestamp: 1466110344
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466110344
Light Level : 74.1666666667 lx | Presence: 1 | Timestamp: 1466110399
Light Level : 75.0 lx | Presence: 0 | Timestamp: 1466110404
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466110405
Light Level : 75.0 lx | Presence: 1 | Timestamp: 1466110459
