     light   presence   light_on    timestamp
     0.000          0          0   1466485099
     0.000          0          0   1466485153
     0.000          0          0   1466485159
     0.000          0          0   1466485213
     0.000          0          0   1466485219
     0.000          0          0   1466485273
     0.000          0          0   1466485279
     0.000          0          0   1466485333
     0.000          0          0   1466485339
     0.000          0          0   1466485394
     0.000          0          0   1466485399
     0.000          0          0   1466485454
     0.000          0          0   1466485459
     0.000          0          0   1466485514
     0.000          0          0   1466485519
     0.000          0          0   1466485574
     0.000          0          0   1466485579
     0.000          0          0   1466485634
     0.000          0          0   1466485639
     0.000          0          0   1466485694
     0.000          0          0   1466485699
     0.000          0          0   1466485754
     0.000          0          0   1466485759
     0.000          1          0   1466485814
     0.000          1          0   1466485819
     0.000          0          0   1466485874
     0.000          0          0   1466485879
     0.000          0          0   1466485934
     0.000          0          0   1466485940
     0.000          0          0   1466485994
     0.000          0          0   1466486000
     0.000          0          0   1466486054
     0.000          0          0   1466486060
     0.000          0          0   1466486114
     0.000          0          0   1466486120
     0.000          0          0   1466486174
     0.000          0          0   1466486180
     0.000          0          0   1466486234
     0.000          0          0   1466486240
     0.000          0          0   1466486294
     0.000          0          0   1466486300
     0.000          0          0   1466486354
     0.000          0          0   1466486360
     0.000          0          0   1466486414
     0.000          0          0   1466486420
     0.000          0          0   1466486474
     0.000          0          0   1466486480
     0.000          0          0   1466486534
     0.000          0          0   1466486540
     0.000          0          0   1466486594
     0.000          0          0   1466486600
     0.000          0          0   1466486654
     0.000          0          0   1466486660
     0.000          0          0   1466486714
     0.000          0          0   1466486720
     0.000          0          0   1466486774
     0.000          0          0   1466486780
     0.000          0          0   1466486834
     0.000          0          0   1466486840
     0.000          0          0   1466486895
     0.000          0          0   1466486900
     0.000          0          0   1466486955
     0.000          0          0   1466486960
     0.000          0          0   1466487015
     0.000          0          0   1466487020
     0.000          0          0   1466487075
     0.000          0          0   1466487080
     0.000          0          0   1466487135
     0.000          0          0   1466487140
     0.000          0          0   1466487195
     0.000          0          0   1466487200
     0.000          0          0   1466487255
     0.000          0          0   1466487260
     0.000          0          0   1466487315
     0.000          0          0   1466487320
     0.000          0          0   1466487375
     0.000          0          0   1466487380
     0.000          0          0   1466487435
     0.000          0          0   1466487441
     0.000          0          0   1466487495
     0.000          0          0   1466487501
     0.000          0          0   1466487555
     0.000          0          0   1466487561
     0.000          0          0   1466487615
     0.000          0          0   1466487621
     0.000          0          0   1466487675
     0.000          0          0   1466487681
     0.000          0          0   1466487735
     0.000          0          0   1466487741
     0.000          0          0   1466487795
     0.000          0          0   1466487801
     0.000          0          0   1466487855
     0.000          0          0   1466487861
     0.000          0          0   1466487915
     0.000          0          0   1466487921
     0.000          0          0   1466487975
     0.000          0          0   1466487981
     0.000          0          0   1466488035
     0.000          0          0   1466488041
     0.000          0          0   1466488096
     0.000          0          0   1466488101
     0.000          0          0   1466488156
     0.000          0          0   1466488161
     0.000          0          0   1466488216
     0.000          0          0   1466488221
     0.000          0          0   1466488276
     0.000          0          0   1466488281
     0.000          0          0   1466488336
     0.000          0          0   1466488341
     0.000          0          0   1466488396
     0.000          0          0   1466488401
     0.000          0          0   1466488456
     0.000          0          0   1466488461
     0.000          0          0   1466488516
     0.000          0          0   1466488522
     0.000          0          0   1466488576
     0.000          0          0   1466488582
     0.000          0          0   1466488636
     0.000          0          0   1466488642
     0.000          0          0   1466488696
     0.000          0          0   1466488702
     0.000          0          0   1466488756
     0.000          0          0   1466488762
     0.000          0          0   1466488816
     0.000          0          0   1466488822
     0.000          0          0   1466488876
     0.000          0          0   1466488882
     0.000          0          0   1466488936
     0.000          0          0   1466488942
     0.000          0          0   1466488996
     0.000          0          0   1466489002
     0.000          0          0   1466489056
     0.000          0          0   1466489062
     0.000          0          0   1466489116
     0.000          0          0   1466489122
     0.000          0          0   1466489176
     0.000          0          0   1466489182
     0.000          0          0   1466489236
     0.000          0          0   1466489242
     0.000          0          0   1466489296
     0.000          0          0   1466489302
     0.000          0          0   1466489357
     0.000          0          0   1466489362
     0.000          0          0   1466489417
     0.000          0          0   1466489422
     0.000          0          0   1466489477
     0.000          0          0   1466489482
     0.000          0          0   1466489537
     0.000          0          0   1466489542
     0.000          0          0   1466489597
     0.000          0          0   1466489602
     0.000          0          0   1466489657
     0.000          0          0   1466489662
     0.000          0          0   1466489717
     0.000          0          0   1466489722
     0.000          0          0   1466489777
     0.000          0          0   1466489782
     0.000          0          0   1466489837
     0.000          0          0   1466489842
     0.000          0          0   1466489897
     0.000          0          0   1466489903
     0.000          0          0   1466489957
     0.000          0          0   1466489963
     0.000          0          0   1466490017
     0.000          0          0   1466490023
     0.000          0          0   1466490077
     0.000          0          0   1466490083
     0.000          0          0   1466490137
     0.000          0          0   1466490143
     0.000          0          0   1466490197
     0.000          0          0   1466490203
     0.000          0          0   1466490257
     0.000          0          0   1466490263
     0.000          0          0   1466490317
     0.000          0          0   1466490323
     0.000          0          0   1466490377
     0.000          0          0   1466490383
     0.000          0          0   1466490437
     0.000          0          0   1466490443
     0.000          0          0   1466490498
     0.000          0          0   1466490503
     0.000          0          0   1466490558
     0.000          0          0   1466490563
     0.000          0          0   1466490618
     0.000          0          0   1466490623
     0.000          0          0   1466490678
     0.000          0          0   1466490683
     0.000          0          0   1466490738
     0.000          0          0   1466490743
     0.000          0          0   1466490798
     0.000          0          0   1466490803
     0.000          0          0   1466490858
     0.000          0          0   1466490863
     0.000          0          0   1466490918
     0.000          0          0   1466490923
     0.000          0          0   1466490978
     0.000          0          0   1466490984
     0.000          0          0   1466491038
     0.000          0          0   1466491044
     0.000          0          0   1466491098
     0.000          0          0   1466491104
     0.000          0          0   1466491158
     0.000          0          0   1466491164
     0.000          0          0   1466491218
     0.000          0          0   1466491224
     0.000          0          0   1466491278
     0.000          0          0   1466491284
     0.000          0          0   1466491338
     0.000          0          0   1466491344
     0.000          0          0   1466491398
     0.000          0          0   1466491404
     0.000          0          0   1466491458
     0.000          0          0   1466491464
     0.000          0          0   1466491518
     0.000          0          0   1466491524
     0.000          0          0   1466491578
     0.000          0          0   1466491584
     0.000          0          0   1466491638
     0.000          0          0   1466491644
     0.000          0          0   1466491699
     0.000          0          0   1466491704
     0.000          0          0   1466491759
     0.000          0          0   1466491764
     0.000          0          0   1466491819
     0.000          0          0   1466491824
     0.000          0          0   1466491879
     0.000          0          0   1466491884
     0.000          0          0   1466491939
     0.000          0          0   1466491944
     0.000          0          0   1466491999
     0.000          0          0   1466492004
     0.000          0          0   1466492059
     0.000          0          0   1466492064
     0.000          0          0   1466492119
     0.000          0          0   1466492125
     0.000          0          0   1466492179
     0.000          0          0   1466492185
     0.000          0          0   1466492239
     0.000          0          0   1466492245
     0.000          0          0   1466492299
     0.000          0          0   1466492305
     0.000          0          0   1466492359
     0.000          0          0   1466492365
     0.000          0          0   1466492419
     0.000          0          0   1466492425
     0.000          0          0   1466492479
     0.000          0          0   1466492485
     0.000          0          0   1466492539
     0.000          0          0   1466492545
     0.000          0          0   1466492599
     0.000          0          0   1466492605
     0.000          0          0   1466492659
     0.000          0          0   1466492665
     0.000          0          0   1466492719
     0.000          0          0   1466492725
     0.000          0          0   1466492779
     0.000          0          0   1466492785
     0.000          0          0   1466492840
     0.000          0          0   1466492845
     0.000          0          0   1466492900
     0.000          0          0   1466492905
     0.000          0          0   1466492960
     0.000          0          0   1466492965
     0.000          0          0   1466493020
     0.000          0          0   1466493025
     0.000          0          0   1466493080
     0.000          0          0   1466493085
     0.000          0          0   1466493140
     0.000          0          0   1466493145
     0.000          0          0   1466493200
     0.000          0          0   1466493205
     0.000          0          0   1466493260
     0.000          0          0   1466493265
     0.000          0          0   1466493320
     0.000          0          0   1466493325
     0.000          0          0   1466493380
     0.000          0          0   1466493386
     0.000          0          0   1466493440
     0.000          0          0   1466493446
     0.000          0          0   1466493500
     0.000          0          0   1466493506
     0.000          0          0   1466493560
     0.000          0          0   1466493566
     0.000          0          0   1466493620
     0.000          0          0   1466493626
     0.000          0          0   1466493680
     0.000          0          0   1466493686
     0.000          0          0   1466493740
     0.000          0          0   1466493746
     0.000          0          0   1466493800
     0.000          0          0   1466493806
     0.000          0          0   1466493860
     0.000          0          0   1466493866
     0.000          0          0   1466493920
     0.000          0          0   1466493926
     0.000          0          0   1466493980
     0.000          0          0   1466493986
     0.000          0          0   1466494041
     0.000          0          0   1466494046
     0.000          0          0   1466494101
     0.000          0          0   1466494106
     0.000          0          0   1466494161
     0.000          0          0   1466494166
     0.000          0          0   1466494221
     0.000          0          0   1466494226
     0.000          0          0   1466494281
     0.000          0          0   1466494286
     0.000          0          0   1466494341
     0.000          0          0   1466494346
     0.000          0          0   1466494401
     0.000          0          0   1466494406
     0.000          0          0   1466494461
     0.000          0          0   1466494467
     0.000          0          0   1466494521
     0.000          0          0   1466494527
     0.000          0          0   1466494581
     0.000          0          0   1466494587
     0.000          0          0   1466494641
     0.000          0          0   1466494647
     0.000          0          0   1466494701
     0.000          0          0   1466494707
     0.000          0          0   1466494761
     0.000          0          0   1466494767
     0.000          0          0   1466494821
     0.000          0          0   1466494827
     0.000          0          0   1466494881
     0.000          0          0   1466494887
     0.000          0          0   1466494941
     0.000          0          0   1466494947
     0.000          0          0   1466495001
     0.000          0          0   1466495007
     0.000          0          0   1466495061
     0.000          0          0   1466495067
     0.000          0          0   1466495122
     0.000          0          0   1466495127
     0.000          0          0   1466495182
     0.000          0          0   1466495187
     0.000          0          0   1466495242
     0.000          0          0   1466495247
     0.000          0          0   1466495302
     0.000          0          0   1466495307
     0.000          0          0   1466495362
     0.000          0          0   1466495367
     0.000          0          0   1466495422
     0.000          0          0   1466495427
     0.000          0          0   1466495482
     0.000          0          0   1466495488
     0.000          0          0   1466495542
     0.000          0          0   1466495548
     0.000          0          0   1466495602
     0.000          0          0   1466495608
     0.000          0          0   1466495662
     0.000          0          0   1466495668
     0.000          0          0   1466495722
     0.000          0          0   1466495728
     0.000          0          0   1466495782
     0.000          0          0   1466495788
     0.000          0          0   1466495842
     0.000          0          0   1466495848
     0.000          0          0   1466495902
     0.000          0          0   1466495908
     0.000          0          0   1466495962
     0.000          0          0   1466495968
     0.000          0          0   1466496022
     0.000          0          0   1466496028
     0.000          0          0   1466496082
     0.000          0          0   1466496088
     0.000          0          0   1466496142
     0.000          0          0   1466496148
     0.000          0          0   1466496202
     0.000          0          0   1466496208
     0.000          0          0   1466496263
     0.000          0          0   1466496268
     0.000          0          0   1466496323
     0.000          0          0   1466496328
     0.000          0          0   1466496383
     0.000          0          0   1466496388
     0.000          0          0   1466496443
     0.000          0          0   1466496448
     0.000          0          0   1466496503
     0.000          0          0   1466496509
     0.000          0          0   1466496563
     0.000          0          0   1466496569
     0.000          0          0   1466496623
     0.000          0          0   1466496629
     0.000          0          0   1466496683
     0.000          0          0   1466496689
     0.000          0          0   1466496743
     0.000          0          0   1466496749
     0.000          0          0   1466496803
     0.000          0          0   1466496809
     0.000          0          0   1466496863
     0.000          0          0   1466496869
     0.000          0          0   1466496923
     0.000          0          0   1466496929
     0.000          0          0   1466496983
     0.000          0          0   1466496989
     0.000          0          0   1466497043
     0.000          0          0   1466497049
     0.000          0          0   1466497103
     0.000          0          0   1466497109
     0.000          0          0   1466497163
     0.000          0          0   1466497169
     0.000          0          0   1466497223
     0.000          0          0   1466497229
     0.000          0          0   1466497283
     0.000          0          0   1466497289
     0.000          0          0   1466497344
     0.000          0          0   1466497349
     0.000          0          0   1466497404
     0.000          0          0   1466497409
     0.000          0          0   1466497464
     0.000          0          0   1466497469
     0.000          0          0   1466497524
     0.000          0          0   1466497529
     0.000          0          0   1466497584
     0.000          0          0   1466497589
     0.000          0          0   1466497644
     0.000          0          0   1466497650
     0.000          0          0   1466497704
     0.000          0          0   1466497710
     0.000          0          0   1466497764
     0.000          0          0   1466497770
     0.000          0          0   1466497824
     0.000          0          0   1466497830
     0.000          0          0   1466497884
     0.000          0          0   1466497890
     0.000          0          0   1466497944
     0.000          0          0   1466497950
     0.000          0          0   1466498004
     0.000          0          0   1466498010
     0.000          0          0   1466498064
     0.000          0          0   1466498070
     0.000          0          0   1466498124
     0.000          0          0   1466498130
     0.000          0          0   1466498184
     0.000          0          0   1466498190
     0.000          0          0   1466498244
     0.000          0          0   1466498250
     0.000          0          0   1466498304
     0.000          0          0   1466498310
     0.000          0          0   1466498364
     0.000          0          0   1466498370
     0.000          0          0   1466498424
     0.000          0          0   1466498430
     0.000          0          0   1466498484
     0.000          0          0   1466498490
     0.000          0          0   1466498544
     0.000          0          0   1466498550
     0.000          0          0   1466498604
     0.000          0          0   1466498610
     0.000          0          0   1466498664
     0.000          0          0   1466498670
     0.000          0          0   1466498724
     0.000          0          0   1466498730
     0.000          0          0   1466498784
     0.000          0          0   1466498790
     0.000          0          0   1466498844
     0.000          0          0   1466498850
     0.000          0          0   1466498904
     0.000          0          0   1466498910
     0.000          0          0   1466498965
     0.000          0          0   1466498970
     0.000          0          0   1466499025
     0.000          0          0   1466499030
     0.000          0          0   1466499085
     0.000          0          0   1466499090
     0.000          0          0   1466499145
     0.000          0          0   1466499150
     0.000          0          0   1466499205
     0.000          0          0   1466499210
     0.000          0          0   1466499265
     0.000          0          0   1466499271
     0.000          0          0   1466499325
     0.000          0          0   1466499331
     0.000          0          0   1466499385
     0.000          0          0   1466499391
     0.000          0          0   1466499445
     0.000          0          0   1466499451
     0.000          0          0   1466499505
     0.000          0          0   1466499511
     0.000          0          0   1466499565
     0.000          0          0   1466499571
     0.000          0          0   1466499625
     0.000          0          0   1466499631
     0.000          0          0   1466499685
     0.000          0          0   1466499691
     0.000          1          0   1466499745
     0.000          0          0   1466499751
     0.000          0          0   1466499805
     0.000          0          0   1466499811
     0.000          0          0   1466499865
     0.000          0          0   1466499871
     0.000          0          0   1466499925
     0.000          0          0   1466499931
     0.000          0          0   1466499985
     0.000          0          0   1466499991
     0.000          0          0   1466500045
     0.000          0          0   1466500051
     0.000          1          0   1466500105
     0.000          0          0   1466500111
     0.000          0          0   1466500165
     0.000          0          0   1466500171
     0.000          0          0   1466500226
     0.000          0          0   1466500231
     0.000          0          0   1466500286
     0.000          0          0   1466500291
     0.000          0          0   1466500346
     0.000          0          0   1466500351
     0.000          0          0   1466500406
     0.000          0          0   1466500411
     0.000          0          0   1466500466
     0.000          0          0   1466500472
     0.000          0          0   1466500526
     0.000          0          0   1466500532
     0.000          0          0   1466500586
     0.000          0          0   1466500592
     0.000          0          0   1466500646
     0.000          0          0   1466500652
     0.000          0          0   1466500706
     0.000          0          0   1466500712
     0.000          0          0   1466500766
     0.000          0          0   1466500772
     0.000          0          0   1466500826
     0.000          0          0   1466500832
     0.000          0          0   1466500886
     0.000          0          0   1466500892
     0.000          0          0   1466500946
     0.000          0          0   1466500952
     0.000          0          0   1466501006
     0.000          0          0   1466501012
     0.000          0          0   1466501066
     0.000          0          0   1466501072
     0.000          0          0   1466501126
     0.000          0          0   1466501132
     0.000          0          0   1466501186
     0.000          0          0   1466501192
     0.000          0          0   1466501246
     0.000          0          0   1466501252
     0.000          0          0   1466501306
     0.000          0          0   1466501312
     0.000          0          0   1466501366
     0.000          0          0   1466501372
     0.000          0          0   1466501427
     0.000          0          0   1466501432
     0.000          0          0   1466501487
     0.000          0          0   1466501492
     0.000          0          0   1466501547
     0.000          0          0   1466501552
     0.000          1          0   1466501607
     0.000          0          0   1466501612
     0.000          1          1   1466501667
    36.667          1          1   1466501673
    40.000          1          1   1466501727
    44.167          1          1   1466501733
    45.833          1          1   1466501787
    50.000          1          1   1466501793
    50.000          1          1   1466501847
    46.667          1          1   1466501853
    48.333          1          1   1466501907
    47.500          1          1   1466501913
    50.000          1          1   1466501967
    33.333          1          1   1466501973
    43.333          1          1   1466502027
    46.667          1          1   1466502033
    46.667          1          1   1466502087
    47.500          1          1   1466502093
    46.667          1          1   1466502147
    40.000          1          1   1466502153
    45.833          1          0   1466502207
     0.000          0          0   1466502213
     0.000          0          0   1466502267
     0.000          0          0   1466502273
     0.000          0          0   1466502327
     0.000          0          0   1466502333
     0.000          0          0   1466502387
     0.000          0          0   1466502393
     0.000          0          0   1466502447
     0.000          0          0   1466502453
     0.000          0          0   1466502507
     0.000          0          0   1466502513
     0.000          1          1   1466502567
    41.667          1          1   1466502573
    45.833          1          1   1466502628
    48.333          1          1   1466502633
    46.667          1          1   1466502688
    48.333          1          1   1466502693
    48.333          1          1   1466502748
    47.500          1          1   1466502753
    47.500          1          1   1466502808
    46.667          1          1   1466502813
    46.667          1          1   1466502868
    46.667          1          1   1466502874
    46.667          1          1   1466502928
    45.000          1          1   1466502934
    45.000          1          1   1466502988
    45.000          1          1   1466502994
    45.000          1          1   1466503048
    44.167          1          1   1466503054
    44.167          1          1   1466503108
    45.000          1          1   1466503114
    45.000          1          1   1466503168
    45.000          1          1   1466503174
    44.167          1          1   1466503228
    45.833          1          1   1466503234
    45.833          1          1   1466503288
    46.667          1          1   1466503294
    46.667          1          1   1466503348
    46.667          1          1   1466503354
    46.667          1          1   1466503408
    45.833          1          1   1466503414
    23.333          0          1   1466503468
    46.667          0          1   1466503474
    45.833          0          1   1466503528
    45.833          0          1   1466503534
    45.833          1          1   1466503588
    23.333          1          1   1466503594
    18.333          1          1   1466503648
    43.333          1          1   1466503654
    42.500          1          1   1466503708
    42.500          1          1   1466503714
    45.833          1          1   1466503768
    44.167          1          1   1466503774
    44.167          1          1   1466503829
    42.500          1          1   1466503834
    43.333          1          1   1466503889
    43.333          1          1   1466503894
    47.500          1          0   1466503949
    40.833          1          0   1466503954
     0.000          0          0   1466504009
     0.000          0          0   1466504015
     0.000          0          0   1466504069
     0.000          0          0   1466504075
     0.000          0          0   1466504129
     0.000          0          0   1466504135
     0.000          0          0   1466504189
     0.000          0          0   1466504195
     0.000          0          0   1466504249
     0.000          0          0   1466504255
     0.000          0          0   1466504309
     0.000          0          0   1466504315
     0.000          0          0   1466504369
     0.000          0          0   1466504375
     0.000          0          0   1466504429
     0.000          0          0   1466504435
     0.000          0          0   1466504489
     0.000          0          0   1466504495
     0.000          0          0   1466504549
     0.000          0          0   1466504555
     0.000          0          0   1466504609
     0.000          0          0   1466504615
     0.000          0          0   1466504669
     0.000          0          0   1466504675
     0.000          0          0   1466504729
     0.000          0          0   1466504735
     0.000          0          0   1466504789
     0.000          0          0   1466504795
     0.000          0          0   1466504849
     0.000          0          0   1466504855
     0.000          0          0   1466504909
     0.000          0          0   1466504915
     0.000          0          0   1466504969
     0.000          0          0   1466504975
     0.000          0          0   1466505029
     0.000          0          0   1466505035
     0.000          0          0   1466505089
     0.000          0          0   1466505095
     0.000          0          0   1466505150
     0.000          0          0   1466505155
     0.000          0          0   1466505210
     0.000          0          0   1466505215
     0.000          0          0   1466505270
     0.000          0          0   1466505275
     0.000          0          0   1466505330
     0.000          0          0   1466505335
     0.000          0          0   1466505390
     0.000          0          0   1466505396
     0.000          0          0   1466505450
     0.000          0          0   1466505456
     0.000          0          0   1466505510
     0.000          0          0   1466505516
     0.000          0          0   1466505570
