     light   presence    timestamp
     0.000          0   1466226749
     0.000          0   1466226809
     0.000          0   1466226869
     0.000          0   1466226929
     0.000          0   1466226989
     0.000          0   1466227049
     0.000          0   1466227109
     0.000          0   1466227169
     0.000          0   1466227229
     0.000          0   1466227289
     0.000          0   1466227349
     0.000          0   1466227409
     0.000          0   1466227469
     0.000          0   1466227529
     0.000          0   1466227590
     0.000          0   1466227650
     0.000          0   1466227710
     0.000          0   1466227770
     0.000          0   1466227830
     0.000          0   1466227890
     0.000          0   1466227950
     0.000          0   1466228010
     0.000          0   1466228070
     0.000          0   1466228130
     0.000          0   1466228190
     0.000          0   1466228250
     0.000          0   1466228310
     0.000          0   1466228370
     0.000          0   1466228430
     0.000          0   1466228490
     0.000          0   1466228551
     0.000          0   1466228611
     0.000          0   1466228671
     0.000          0   1466228731
     0.000          0   1466228791
     0.000          0   1466228851
     0.000          0   1466228911
     0.000          0   1466228971
     0.000          0   1466229031
     0.000          0   1466229091
     0.000          0   1466229151
     0.000          0   1466229211
     0.000          0   1466229271
     0.000          0   1466229331
     0.000          0   1466229391
     0.000          0   1466229451
     0.000          0   1466229511
     0.000          0   1466229572
     0.000          0   1466229632
     0.000          0   1466229692
     0.000          0   1466229752
     0.000          0   1466229812
     0.000          0   1466229872
     0.000          0   1466229932
     0.000          0   1466229992
     0.000          0   1466230052
     0.000          0   1466230112
     0.000          0   1466230172
     0.000          0   1466230232
     0.000          0   1466230292
     0.000          0   1466230352
     0.000          0   1466230412
     0.000          0   1466230472
     0.000          0   1466230532
     0.000          0   1466230593
     0.000          0   1466230653
     0.000          0   1466230713
     0.000          0   1466230773
     0.000          0   1466230833
     0.000          0   1466230893
     0.000          0   1466230953
     0.000          0   1466231013
     0.000          0   1466231073
     0.000          0   1466231133
     0.000          0   1466231193
     0.000          0   1466231253
     0.000          0   1466231313
     0.000          0   1466231373
     0.000          0   1466231433
     0.000          0   1466231493
     0.000          0   1466231553
     0.000          0   1466231613
     0.000          0   1466231674
     0.000          0   1466231734
     0.000          0   1466231794
     0.000          0   1466231854
     0.000          0   1466231914
     0.000          0   1466231974
     0.000          0   1466232034
     0.000          0   1466232094
     0.000          0   1466232154
     0.000          0   1466232214
     0.000          0   1466232274
     0.000          0   1466232334
     0.000          0   1466232394
     0.000          0   1466232454
     0.000          0   1466232514
     0.000          0   1466232574
     0.000          0   1466232635
     0.000          0   1466232695
     0.000          0   1466232755
     0.000          0   1466232815
     0.000          0   1466232875
     0.000          0   1466232935
     0.000          0   1466232995
     0.000          0   1466233055
     0.000          0   1466233115
     0.000          0   1466233175
     0.000          0   1466233235
     0.000          0   1466233295
     0.000          0   1466233355
     0.000          0   1466233415
     0.000          0   1466233475
     0.000          0   1466233535
     0.000          0   1466233595
     0.000          0   1466233656
     0.000          0   1466233716
     0.000          0   1466233776
     0.000          0   1466233836
     0.000          0   1466233896
     0.000          0   1466233956
     0.000          0   1466234016
     0.000          0   1466234076
     0.000          0   1466234136
     0.000          0   1466234196
     0.000          0   1466234256
     0.000          0   1466234316
     0.000          0   1466234376
     0.000          0   1466234436
     0.000          0   1466234496
     0.000          0   1466234556
     0.000          0   1466234616
     0.000          0   1466234676
     0.000          0   1466234737
     0.000          0   1466234797
     0.000          0   1466234857
     0.000          0   1466234917
     0.000          0   1466234977
     0.000          0   1466235037
     0.000          0   1466235097
     0.000          0   1466235157
     0.000          0   1466235217
     0.000          0   1466235277
     0.000          0   1466235337
     0.000          0   1466235397
     0.000          0   1466235457
     0.000          0   1466235517
     0.000          0   1466235577
     0.000          0   1466235637
     0.000          0   1466235697
     0.000          0   1466235757
     0.000          0   1466235817
     0.000          0   1466235878
     0.000          0   1466235938
     0.000          0   1466235998
     0.000          0   1466236058
     0.000          0   1466236118
     0.000          0   1466236178
     0.000          0   1466236238
     0.000          0   1466236298
     0.000          0   1466236358
     0.000          0   1466236418
     0.000          0   1466236478
     0.000          0   1466236538
     0.000          0   1466236598
     0.000          0   1466236658
     0.000          0   1466236718
     0.000          0   1466236778
     0.000          0   1466236838
     0.000          0   1466236899
     0.000          0   1466236959
     0.000          0   1466237019
     0.000          0   1466237079
     0.000          0   1466237139
     0.000          0   1466237199
     0.000          0   1466237259
     0.000          0   1466237319
     0.000          0   1466237379
     0.000          0   1466237439
     0.000          0   1466237499
     0.000          0   1466237559
     0.000          0   1466237619
     0.000          0   1466237679
     0.000          0   1466237739
     0.000          0   1466237799
     0.000          0   1466237860
     0.000          0   1466237920
     0.000          0   1466237980
     0.000          0   1466238040
     0.000          0   1466238100
     0.000          0   1466238160
     0.000          0   1466238220
     0.000          0   1466238280
     0.000          0   1466238340
     0.000          0   1466238400
     0.000          0   1466238460
     0.000          0   1466238520
     0.000          0   1466238580
     0.000          0   1466238640
     0.000          0   1466238700
     0.000          0   1466238760
     0.000          0   1466238821
     0.000          0   1466238881
     0.000          0   1466238941
     0.000          0   1466239001
     0.000          0   1466239061
     0.000          0   1466239121
     0.000          0   1466239181
     0.000          0   1466239241
     0.000          0   1466239301
     0.000          0   1466239361
     0.000          0   1466239421
     0.000          0   1466239481
     0.000          0   1466239541
     0.000          0   1466239601
     0.000          0   1466239661
     0.000          0   1466239721
     0.000          0   1466239782
     0.000          0   1466239842
     0.000          0   1466239902
     0.000          0   1466239962
     0.000          0   1466240022
     0.000          0   1466240082
     0.000          0   1466240142
     0.000          0   1466240202
     0.000          0   1466240262
     0.000          0   1466240322
     0.000          0   1466240382
     0.000          0   1466240442
     0.000          0   1466240502
     0.000          0   1466240562
     0.000          0   1466240622
     0.000          0   1466240682
     0.000          0   1466240743
     0.000          0   1466240803
     0.000          0   1466240863
     0.000          0   1466240923
     0.000          0   1466240983
     0.000          0   1466241043
     0.000          0   1466241103
     0.000          0   1466241163
     0.000          0   1466241223
     0.000          0   1466241283
     0.000          0   1466241343
     0.000          0   1466241403
     0.000          0   1466241463
     0.000          0   1466241523
     0.000          0   1466241583
     0.000          0   1466241644
     0.000          0   1466241704
     0.000          0   1466241764
     0.000          0   1466241824
     0.000          0   1466241884
     0.000          0   1466241944
     0.000          0   1466242004
     0.000          0   1466242064
     0.000          0   1466242124
     0.000          0   1466242184
     0.000          0   1466242244
     0.000          0   1466242304
     0.000          0   1466242364
     0.000          0   1466242424
     0.000          0   1466242484
     0.000          0   1466242544
     0.000          0   1466242604
     0.000          0   1466242665
     0.000          0   1466242725
     0.000          0   1466242785
     0.000          0   1466242845
     0.000          0   1466242905
     0.000          0   1466242965
     0.000          0   1466243025
     0.000          0   1466243085
     0.000          0   1466243145
     0.000          0   1466243205
     0.000          0   1466243265
     0.000          0   1466243325
     0.000          0   1466243385
     0.000          0   1466243445
     0.000          0   1466243505
     0.000          0   1466243566
     0.000          0   1466243626
     0.000          0   1466243686
     0.000          0   1466243746
     0.000          0   1466243806
     0.000          0   1466243866
     0.000          0   1466243926
     0.000          0   1466243986
     0.000          0   1466244046
     0.000          0   1466244106
     0.000          0   1466244166
     0.000          0   1466244226
     0.000          0   1466244286
     0.000          0   1466244346
     0.000          0   1466244406
     0.000          0   1466244466
     0.000          0   1466244526
     0.000          0   1466244587
     0.000          0   1466244647
     0.000          0   1466244707
     0.000          0   1466244767
     0.000          0   1466244827
     0.000          0   1466244887
     0.000          0   1466244947
     0.000          0   1466245007
     0.000          0   1466245067
     0.000          0   1466245127
     0.000          0   1466245187
     0.000          0   1466245247
     0.000          0   1466245307
     0.000          0   1466245367
     0.000          0   1466245427
     0.000          0   1466245487
     0.000          0   1466245548
     0.000          0   1466245608
     0.000          0   1466245668
     0.000          0   1466245728
     0.000          0   1466245788
     0.000          0   1466245848
     0.000          0   1466245908
     0.000          0   1466245968
     0.000          0   1466246028
     0.000          0   1466246088
     0.000          0   1466246148
     0.000          0   1466246208
     0.000          0   1466246268
     0.000          0   1466246328
     0.000          0   1466246388
     0.000          0   1466246448
     0.000          0   1466246508
     0.000          0   1466246569
     0.000          0   1466246629
     0.000          0   1466246689
     0.000          0   1466246749
     0.000          0   1466246809
     0.000          0   1466246869
     0.000          0   1466246929
     0.000          0   1466246989
     0.000          0   1466247049
     0.000          0   1466247109
     0.000          0   1466247169
     0.000          0   1466247229
     0.833          0   1466247289
     0.833          0   1466247349
     0.833          0   1466247409
     0.833          0   1466247469
     0.833          0   1466247529
     0.833          0   1466247590
     0.833          0   1466247650
     0.833          0   1466247710
     0.833          0   1466247770
     0.833          1   1466247830
    12.500          1   1466247890
    23.333          1   1466247950
    15.000          1   1466248010
    15.000          0   1466248070
    15.833          0   1466248130
    16.667          1   1466248190
    74.167          1   1466248250
    76.667          0   1466248310
    78.333          0   1466248370
    80.833          0   1466248430
    81.667          0   1466248490
    83.333          0   1466248551
    84.167          0   1466248611
    80.833          0   1466248671
    89.167          0   1466248731
    89.167          0   1466248791
    77.500          0   1466248851
    59.167          1   1466248911
    43.333          1   1466248971
    47.500          0   1466249031
    44.167          0   1466249091
    41.667          0   1466249151
    39.167          0   1466249211
    33.333          0   1466249271
    30.000          0   1466249331
    28.333          0   1466249391
    27.500          1   1466249451
    25.000          1   1466249511
    24.167          0   1466249571
    23.333          0   1466249632
    21.667          0   1466249692
    20.833          0   1466249752
    20.000          0   1466249812
    19.167          0   1466249872
    19.167          0   1466249932
    18.333          0   1466249992
    18.333          0   1466250052
    18.333          0   1466250112
    19.167          0   1466250172
    19.167          0   1466250232
    19.167          0   1466250292
    18.333          0   1466250352
    18.333          0   1466250412
    18.333          0   1466250472
    18.333          0   1466250532
    18.333          0   1466250593
    19.167          0   1466250653
    19.167          0   1466250713
    19.167          0   1466250773
    19.167          0   1466250833
    19.167          0   1466250893
    19.167          0   1466250953
    20.000          0   1466251013
    19.167          0   1466251073
    19.167          1   1466251133
    19.167          1   1466251193
    19.167          0   1466251253
    18.333          0   1466251313
    18.333          1   1466251373
    18.333          1   1466251433
    18.333          0   1466251493
    19.167          0   1466251554
    19.167          0   1466251614
    19.167          0   1466251674
    19.167          0   1466251734
    19.167          0   1466251794
    20.000          1   1466251854
    20.000          1   1466251914
    21.667          1   1466251974
    20.833          0   1466252034
    21.667          0   1466252094
    22.500          1   1466252154
    20.000          1   1466252214
    22.500          1   1466252274
    20.833          1   1466252334
    22.500          0   1466252394
    22.500          1   1466252454
    11.667          1   1466252515
    10.833          0   1466252575
    10.833          0   1466252635
    10.833          0   1466252695
    11.667          0   1466252755
    11.667          0   1466252815
    11.667          0   1466252875
    11.667          0   1466252935
    11.667          0   1466252995
    11.667          0   1466253055
    12.500          0   1466253115
    12.500          0   1466253175
    12.500          0   1466253235
    13.333          0   1466253295
    13.333          0   1466253355
    13.333          0   1466253415
    13.333          0   1466253475
    13.333          0   1466253536
    12.500          0   1466253596
    13.333          0   1466253656
    13.333          0   1466253716
    15.000          0   1466253776
    15.000          0   1466253836
    15.000          0   1466253896
    14.167          0   1466253956
    14.167          0   1466254016
    14.167          0   1466254076
    14.167          0   1466254136
    15.000          0   1466254196
    14.167          0   1466254256
    14.167          0   1466254316
    15.000          0   1466254376
    14.167          0   1466254436
    14.167          0   1466254497
    14.167          0   1466254557
    13.333          0   1466254617
    13.333          0   1466254677
    13.333          0   1466254737
    13.333          0   1466254797
    13.333          0   1466254857
    14.167          0   1466254917
    14.167          0   1466254977
    14.167          0   1466255037
    15.000          0   1466255097
    14.167          0   1466255157
    14.167          0   1466255217
    14.167          0   1466255277
    15.000          0   1466255337
    15.000          0   1466255397
    15.000          0   1466255457
    15.833          0   1466255518
    15.833          0   1466255578
    15.833          0   1466255638
    15.833          0   1466255698
    16.667          0   1466255758
    15.833          0   1466255818
    15.833          0   1466255878
    15.833          0   1466255938
    15.833          0   1466255998
    16.667          0   1466256058
    16.667          0   1466256118
    17.500          0   1466256178
    18.333          0   1466256238
    20.000          0   1466256298
    21.667          0   1466256358
    20.000          0   1466256418
    20.833          0   1466256478
    20.833          0   1466256539
    20.833          0   1466256599
    20.000          0   1466256659
    20.000          0   1466256719
    20.833          0   1466256779
    20.833          0   1466256839
    20.833          0   1466256899
    20.000          0   1466256959
    19.167          0   1466257019
    19.167          0   1466257079
    19.167          0   1466257139
    19.167          0   1466257199
    19.167          0   1466257259
    18.333          1   1466257319
    18.333          1   1466257379
    19.167          1   1466257439
    20.000          1   1466257499
    21.667          1   1466257559
    20.833          1   1466257620
    21.667          1   1466257680
    22.500          1   1466257740
    22.500          1   1466257800
    22.500          1   1466257860
    22.500          1   1466257920
    21.667          1   1466257980
    22.500          1   1466258040
    22.500          1   1466258100
    21.667          1   1466258160
    22.500          1   1466258220
    23.333          1   1466258280
    24.167          1   1466258340
    25.833          1   1466258400
    26.667          1   1466258460
    28.333          1   1466258520
    30.000          1   1466258580
    30.833          1   1466258640
    26.667          1   1466258701
    28.333          1   1466258761
    29.167          1   1466258821
    30.000          1   1466258881
    30.000          0   1466258941
    29.167          1   1466259001
    28.333          1   1466259061
    30.000          1   1466259121
    30.000          1   1466259181
    30.000          1   1466259241
    30.000          1   1466259301
    30.000          1   1466259361
    30.000          1   1466259421
    30.833          1   1466259481
    31.667          1   1466259541
    31.667          1   1466259601
    34.167          1   1466259661
    33.333          1   1466259721
    30.833          1   1466259782
    29.167          1   1466259842
    31.667          1   1466259902
    36.667          1   1466259962
    40.000          0   1466260022
    37.500          0   1466260082
    36.667          0   1466260142
    37.500          0   1466260202
    39.167          0   1466260262
    40.833          0   1466260322
    40.000          0   1466260382
    40.833          0   1466260442
    44.167          0   1466260502
    46.667          0   1466260562
    50.000          0   1466260622
    65.000          0   1466260682
    56.667          0   1466260743
    48.333          0   1466260803
    59.167          0   1466260863
    48.333          0   1466260923
    56.667          0   1466260983
    51.667          0   1466261043
    46.667          0   1466261103
    55.833          0   1466261163
    48.333          0   1466261223
    47.500          0   1466261283
    54.167          0   1466261343
    51.667          0   1466261403
    46.667          0   1466261463
    49.167          0   1466261523
    51.667          0   1466261583
    45.833          0   1466261643
    43.333          0   1466261703
    43.333          0   1466261764
    43.333          0   1466261824
    41.667          0   1466261884
    42.500          0   1466261944
    40.833          0   1466262004
    40.000          0   1466262064
    38.333          0   1466262124
    39.167          0   1466262184
    39.167          0   1466262244
    38.333          0   1466262304
    38.333          0   1466262364
    38.333          0   1466262424
    37.500          0   1466262484
    37.500          0   1466262544
    37.500          0   1466262604
    37.500          0   1466262664
    36.667          0   1466262724
    35.833          0   1466262785
    35.833          0   1466262845
    36.667          0   1466262905
    35.833          0   1466262965
    36.667          0   1466263025
    35.833          0   1466263085
    35.833          0   1466263145
    35.833          0   1466263205
    35.833          0   1466263265
    35.833          0   1466263325
    35.000          0   1466263385
    35.000          0   1466263445
    35.000          0   1466263505
    34.167          0   1466263565
    35.000          0   1466263625
    35.000          0   1466263685
    35.000          0   1466263746
    35.000          0   1466263806
    34.167          0   1466263866
    34.167          0   1466263926
    34.167          0   1466263986
    34.167          0   1466264046
    34.167          0   1466264106
    34.167          1   1466264166
    37.500          1   1466264226
    36.667          0   1466264286
    38.333          0   1466264346
    35.833          0   1466264406
    35.833          0   1466264466
    35.833          0   1466264526
    36.667          0   1466264586
    36.667          0   1466264646
    35.833          0   1466264707
    34.167          0   1466264767
    38.333          0   1466264827
    35.000          0   1466264887
    35.000          0   1466264947
    36.667          0   1466265007
    34.167          0   1466265067
    34.167          0   1466265127
    35.833          0   1466265187
    34.167          0   1466265247
    35.000          0   1466265307
    37.500          0   1466265367
    37.500          0   1466265427
    35.000          0   1466265487
    35.833          0   1466265547
    36.667          0   1466265607
    35.000          0   1466265668
    35.833          0   1466265728
    35.000          0   1466265788
    37.500          0   1466265848
    38.333          0   1466265908
    35.833          0   1466265968
    38.333          0   1466266028
    38.333          0   1466266088
    38.333          0   1466266148
    41.667          0   1466266208
    37.500          0   1466266268
    35.833          0   1466266328
    38.333          0   1466266388
    38.333          0   1466266448
    38.333          0   1466266508
    37.500          0   1466266568
    37.500          0   1466266628
    38.333          0   1466266689
    39.167          0   1466266749
    36.667          0   1466266809
    36.667          0   1466266869
    41.667          0   1466266929
    40.000          0   1466266989
    38.333          0   1466267049
    40.833          0   1466267109
    40.000          0   1466267169
    38.333          0   1466267229
    38.333          0   1466267289
    38.333          0   1466267349
    38.333          0   1466267409
    38.333          0   1466267469
    40.000          0   1466267529
    40.000          0   1466267589
    40.000          0   1466267649
    39.167          0   1466267710
    39.167          0   1466267770
    38.333          0   1466267830
    39.167          0   1466267890
    39.167          0   1466267950
    41.667          0   1466268010
    40.833          0   1466268070
    40.833          0   1466268130
    41.667          0   1466268190
    40.000          0   1466268250
    38.333          0   1466268310
    42.500          0   1466268370
    39.167          0   1466268430
    40.833          0   1466268490
    40.000          0   1466268550
    38.333          0   1466268610
    40.833          0   1466268671
    40.000          0   1466268731
    40.833          0   1466268791
    42.500          0   1466268851
    40.833          0   1466268911
    40.833          0   1466268971
    41.667          1   1466269031
    40.833          1   1466269091
    41.667          0   1466269151
    42.500          0   1466269211
    42.500          0   1466269271
    40.833          0   1466269331
    42.500          1   1466269391
    42.500          1   1466269451
    40.833          0   1466269511
    41.667          0   1466269571
    44.167          0   1466269631
    41.667          0   1466269692
    40.000          1   1466269752
    42.500          1   1466269812
    40.000          1   1466269872
    40.833          1   1466269932
    41.667          0   1466269992
    41.667          0   1466270052
    41.667          0   1466270112
    43.333          0   1466270172
    42.500          0   1466270232
    40.833          0   1466270292
    41.667          0   1466270352
    43.333          0   1466270412
    42.500          0   1466270472
    42.500          0   1466270532
    41.667          0   1466270592
    42.500          0   1466270653
    40.833          0   1466270713
    42.500          0   1466270773
    43.333          0   1466270833
    41.667          0   1466270893
    40.000          0   1466270953
    39.167          0   1466271013
    39.167          0   1466271073
    39.167          0   1466271133
    40.833          0   1466271193
    41.667          0   1466271253
    42.500          0   1466271313
    40.833          0   1466271373
    40.833          0   1466271433
    39.167          0   1466271493
    38.333          0   1466271553
    35.833          0   1466271614
    38.333          0   1466271674
    37.500          0   1466271734
    40.000          0   1466271794
    38.333          0   1466271854
    40.833          0   1466271914
    38.333          0   1466271974
    40.000          0   1466272034
    40.833          0   1466272094
    40.000          0   1466272154
    40.000          0   1466272214
    35.833          0   1466272274
    38.333          0   1466272334
    36.667          0   1466272394
    38.333          0   1466272454
    37.500          0   1466272514
    37.500          0   1466272574
    35.833          0   1466272634
    35.833          0   1466272695
    36.667          0   1466272755
    39.167          0   1466272815
    39.167          0   1466272875
    38.333          0   1466272935
    37.500          0   1466272995
    37.500          0   1466273055
    37.500          0   1466273115
    38.333          0   1466273175
    36.667          0   1466273235
    37.500          0   1466273295
    38.333          0   1466273355
    37.500          0   1466273415
    35.833          0   1466273475
    35.000          0   1466273535
    35.833          0   1466273595
    35.000          0   1466273655
    34.167          0   1466273716
    37.500          0   1466273776
    36.667          0   1466273836
    35.000          0   1466273896
    35.833          0   1466273956
    35.833          0   1466274016
    33.333          0   1466274076
    34.167          0   1466274136
    35.833          0   1466274196
    32.500          0   1466274256
    34.167          0   1466274316
    32.500          0   1466274376
    32.500          0   1466274436
    32.500          0   1466274496
    34.167          0   1466274556
    32.500          0   1466274616
    34.167          0   1466274677
    32.500          0   1466274737
    32.500          0   1466274797
    34.167          0   1466274857
    32.500          0   1466274917
    31.667          0   1466274977
    31.667          0   1466275037
    30.833          0   1466275097
    29.167          0   1466275157
    30.833          0   1466275217
    29.167          0   1466275277
    29.167          0   1466275337
    27.500          0   1466275397
    29.167          0   1466275457
    29.167          0   1466275517
    28.333          0   1466275577
    30.000          1   1466275637
    27.500          1   1466275698
    28.333          0   1466275758
    26.667          0   1466275818
    29.167          0   1466275878
    25.833          0   1466275938
    26.667          0   1466275998
    25.000          0   1466276058
    25.833          0   1466276118
    25.000          0   1466276178
    25.000          0   1466276238
    24.167          0   1466276298
    25.000          0   1466276358
    25.000          0   1466276418
    23.333          0   1466276478
    22.500          0   1466276538
    23.333          0   1466276598
    22.500          0   1466276659
    23.333          0   1466276719
    22.500          0   1466276779
    21.667          0   1466276839
    21.667          0   1466276899
    21.667          0   1466276959
    20.833          0   1466277019
    20.833          0   1466277079
    21.667          0   1466277139
    21.667          0   1466277199
    19.167          0   1466277259
    19.167          0   1466277319
    19.167          0   1466277379
    17.500          0   1466277439
    19.167          0   1466277499
    17.500          0   1466277559
    16.667          1   1466277619
    14.167          1   1466277680
    15.833          1   1466277740
    15.833          1   1466277800
    16.667          1   1466277860
    15.000          1   1466277920
    15.000          1   1466277980
    15.000          1   1466278040
    14.167          1   1466278100
    14.167          1   1466278160
    13.333          1   1466278220
    12.500          1   1466278280
    12.500          1   1466278340
    11.667          1   1466278400
    11.667          1   1466278460
    11.667          1   1466278520
    11.667          1   1466278580
    10.833          1   1466278641
    11.667          1   1466278701
    10.000          1   1466278761
    10.833          1   1466278821
     9.167          1   1466278881
     9.167          1   1466278941
     9.167          1   1466279001
     8.333          1   1466279061
     7.500          1   1466279121
     6.667          1   1466279181
     5.000          1   1466279241
     5.000          1   1466279301
     4.167          1   1466279361
     3.333          1   1466279421
     3.333          1   1466279481
     3.333          1   1466279541
     2.500          0   1466279601
     2.500          1   1466279661
     2.500          1   1466279722
     2.500          1   1466279782
     2.500          1   1466279842
     2.500          1   1466279902
     1.667          1   1466279962
     1.667          1   1466280022
     1.667          1   1466280082
     1.667          1   1466280142
     1.667          1   1466280202
     1.667          0   1466280262
     1.667          1   1466280322
     1.667          1   1466280382
     0.833          1   1466280442
     0.833          1   1466280502
     0.833          1   1466280562
     0.833          1   1466280622
     0.833          1   1466280682
     0.833          1   1466280743
     0.833          1   1466280803
     0.833          1   1466280863
     0.833          1   1466280923
     0.833          1   1466280983
     0.833          1   1466281043
     0.833          1   1466281103
     0.833          1   1466281163
     0.833          1   1466281223
     0.000          0   1466281283
     0.000          1   1466281343
     0.000          1   1466281403
     0.000          0   1466281463
     0.000          1   1466281523
     0.000          1   1466281583
     0.000          1   1466281643
     0.000          1   1466281703
     0.000          1   1466281764
     0.000          1   1466281824
     0.000          1   1466281884
     0.000          0   1466281944
     0.000          0   1466282004
     0.000          0   1466282064
     0.000          1   1466282124
     0.000          1   1466282184
     0.000          1   1466282244
     0.000          1   1466282304
     0.000          1   1466282364
     0.000          1   1466282424
     0.000          1   1466282484
     0.000          0   1466282544
     0.000          0   1466282604
     0.000          1   1466282664
     0.000          1   1466282724
     0.000          0   1466282784
     0.000          0   1466282844
     0.000          0   1466282905
     0.000          0   1466282965
     0.000          0   1466283025
     0.000          0   1466283085
     0.000          1   1466283145
     0.000          1   1466283205
     0.000          1   1466283265
     0.000          0   1466283325
     0.000          0   1466283385
     0.000          0   1466283445
     0.000          0   1466283505
     0.000          0   1466283565
     0.000          0   1466283625
     0.000          0   1466283685
     0.000          1   1466283745
     0.000          1   1466283805
     0.000          1   1466283865
     0.000          1   1466283926
     0.000          1   1466283986
     0.000          1   1466284046
     0.000          1   1466284106
     0.000          1   1466284166
     0.000          1   1466284226
     0.000          1   1466284286
     0.000          1   1466284346
     0.000          0   1466284406
     0.000          0   1466284466
     0.000          0   1466284526
     0.000          0   1466284586
     0.000          0   1466284646
     0.000          0   1466284706
     0.000          0   1466284766
     0.000          0   1466284826
     0.000          0   1466284886
     0.000          0   1466284946
     0.000          0   1466285007
     0.000          0   1466285067
     0.000          0   1466285127
     0.000          0   1466285187
     0.000          0   1466285247
     0.000          0   1466285307
     0.000          0   1466285367
     0.000          0   1466285427
     0.000          0   1466285487
     0.000          0   1466285547
     0.000          0   1466285607
     0.000          0   1466285667
     0.000          0   1466285727
     0.000          0   1466285787
     0.000          0   1466285847
     0.000          0   1466285907
     0.000          0   1466285968
     0.000          0   1466286028
     0.000          0   1466286088
     0.000          0   1466286148
     0.000          0   1466286208
     0.000          0   1466286268
     0.000          0   1466286328
     0.000          0   1466286388
     0.000          0   1466286448
     0.000          0   1466286508
     0.000          0   1466286568
     0.000          0   1466286628
     0.000          0   1466286688
     0.000          0   1466286748
     0.000          0   1466286808
     0.000          0   1466286868
     0.000          0   1466286928
     0.000          0   1466286988
     0.000          0   1466287049
     0.000          0   1466287109
     0.000          0   1466287169
     0.000          0   1466287229
     0.000          0   1466287289
     0.000          0   1466287349
     0.000          0   1466287409
     0.000          0   1466287469
     0.000          0   1466287529
     0.000          0   1466287589
     0.000          0   1466287649
     0.000          0   1466287709
     0.000          0   1466287769
     0.000          0   1466287829
     0.000          0   1466287889
     0.000          0   1466287949
     0.000          0   1466288010
     0.000          0   1466288070
     0.000          0   1466288130
     0.000          0   1466288190
     0.000          0   1466288250
     0.000          0   1466288310
     0.000          0   1466288370
     0.000          0   1466288430
     0.000          0   1466288490
     0.000          0   1466288550
     0.000          0   1466288610
     0.000          0   1466288670
     0.000          0   1466288730
     0.000          0   1466288790
     0.000          0   1466288850
     0.000          0   1466288910
     0.000          0   1466288970
     0.000          0   1466289031
     0.000          0   1466289091
     0.000          0   1466289151
